match_id,team_id,half,stat_name,value
13473431,21982,2,accurate_passes,164
13473431,1981,2,throw_ins,15
13473431,21982,2,throw_ins,10
13473431,1981,2,final_third_entries,31
13473431,21982,2,final_third_entries,35
13473431,1981,2,long_balls,16/28 (57%)
13473431,21982,2,long_balls,15/37 (41%)
13473431,1981,2,crosses,3/17 (18%)
13473431,21982,2,crosses,0/3 (0%)
13473431,1981,2,duels,37%
13473431,21982,2,duels,63%
13473431,1981,2,dispossessed,5
13473431,21982,2,dispossessed,3
13473431,1981,2,ground_duels,13/35 (37%)
13473431,21982,2,ground_duels,22/35 (63%)
13473431,1981,2,aerial_duels,4/11 (36%)
13473431,21982,2,aerial_duels,7/11 (64%)
13473431,1981,2,dribbles,2/7 (29%)
13473431,21982,2,dribbles,1/8 (13%)
13473431,1981,2,tackles_won,70%
13473431,21982,2,tackles_won,60%
13473431,1981,2,total_tackles,10
13473431,21982,2,total_tackles,10
13473431,1981,2,interceptions,1
13473431,21982,2,interceptions,4
13473431,1981,2,recoveries,27
13473431,21982,2,recoveries,28
13473431,1981,2,clearances,11
13473431,21982,2,clearances,15
13473431,1981,2,total_saves,1
13473431,21982,2,total_saves,1
13473431,1981,2,goal_kicks,1
13473431,21982,2,goal_kicks,3
13473421,1981,0,ball_possession,60%
13473421,5926,0,ball_possession,40%
13473421,1981,0,expected_goals,2.62
13473421,5926,0,expected_goals,1.06
13473421,1981,0,big_chances,4
13473421,5926,0,big_chances,1
13473421,1981,0,total_shots,20
13473421,5926,0,total_shots,3
13473421,1981,0,goalkeeper_saves,2
13473421,5926,0,goalkeeper_saves,3
13473421,1981,0,corner_kicks,8
13473421,5926,0,corner_kicks,3
13473421,1981,0,fouls,14
13473421,5926,0,fouls,13
13473421,1981,0,passes,486
13473421,5926,0,passes,331
13473421,1981,0,tackles,17
13473421,5926,0,tackles,8
13473421,1981,0,free_kicks,12
13473421,5926,0,free_kicks,14
13473421,1981,0,yellow_cards,4
13473421,5926,0,yellow_cards,5
13473421,1981,0,total_shots,20
13473421,5926,0,total_shots,3
13473421,1981,0,shots_on_target,5
13473421,5926,0,shots_on_target,3
13473421,1981,0,hit_woodwork,0
13473421,5926,0,hit_woodwork,0
13473421,1981,0,shots_off_target,9
13473421,5926,0,shots_off_target,0
